Day,Date,Grand Sales,Special Note,High Temp,Low Temp,Flavor,Made,Used,Waste,Usage_Efficiency,Waste_Percentage
Friday,8/9/24,29362.94,Dogust k9th,85,65,BBC,8,4,4,0.5,0.5
Friday,8/9/24,29362.94,Dogust k9th,85,65,WC,41,37,4,0.902439024,0.097560976
Friday,8/9/24,29362.94,Dogust k9th,85,65,MT,23,19,4,0.826086957,0.173913043
Friday,8/9/24,29362.94,Dogust k9th,85,65,ST,14,12,2,0.857142857,0.142857143
Friday,8/9/24,29362.94,Dogust k9th,85,65,FW/WT,10,8,2,0.8,0.2
Friday,8/9/24,29362.94,Dogust k9th,85,65,Lemon,4,4,0,1,0
Friday,8/9/24,29362.94,Dogust k9th,85,65,Extras,86,72,14,0.837209302,0.162790698
Saturday,8/10/24,40438.39,None,87,64,BBC,9,7,2,0.777777778,0.222222222
Saturday,8/10/24,40438.39,None,87,64,WC,32,36,-4,1.125,-0.125
Saturday,8/10/24,40438.39,None,87,64,MT,17,16,1,0.941176471,0.058823529
Saturday,8/10/24,40438.39,None,87,64,ST,15,14,1,0.933333333,0.066666667
Saturday,8/10/24,40438.39,None,87,64,FW/WT,11,9,2,0.818181818,0.181818182
Saturday,8/10/24,40438.39,None,87,64,Lemon,4,4,0,1,0
Saturday,8/10/24,40438.39,None,87,64,Extras,86,70,16,0.813953488,0.186046512
Sunday,8/11/24,38910.66,None,88,66,BBC,8,5,3,0.625,0.375
Sunday,8/11/24,38910.66,None,88,66,WC,40,36,4,0.9,0.1
Sunday,8/11/24,38910.66,None,88,66,MT,21,11,10,0.523809524,0.476190476
Sunday,8/11/24,38910.66,None,88,66,ST,16,10,6,0.625,0.375
Sunday,8/11/24,38910.66,None,88,66,FW/WT,10,10,0,1,0
Sunday,8/11/24,38910.66,None,88,66,Lemon,4,3,1,0.75,0.25
Sunday,8/11/24,38910.66,None,88,66,Extras,89,76,13,0.853932584,0.146067416
Monday,8/12/24,26551.17,None,87,67,BBC,5,5,0,1,0
Monday,8/12/24,26551.17,None,87,67,WC,24,19,5,0.791666667,0.208333333
Monday,8/12/24,26551.17,None,87,67,MT,26,16,10,0.615384615,0.384615385
Monday,8/12/24,26551.17,None,87,67,ST,12,8,4,0.666666667,0.333333333
Monday,8/12/24,26551.17,None,87,67,FW/WT,10,6,4,0.6,0.4
Monday,8/12/24,26551.17,None,87,67,Lemon,2,1.5,0.5,0.75,0.25
Monday,8/12/24,26551.17,None,87,67,Extras,65,58,7,0.892307692,0.107692308
Tuesday,8/13/24,26149.37,None,86,64,BBC,6,5,1,0.833333333,0.166666667
Tuesday,8/13/24,26149.37,None,86,64,WC,25,19,6,0.76,0.24
Tuesday,8/13/24,26149.37,None,86,64,MT,26,16,10,0.615384615,0.384615385
Tuesday,8/13/24,26149.37,None,86,64,ST,12,8,4,0.666666667,0.333333333
Tuesday,8/13/24,26149.37,None,86,64,FW/WT,6,6,0,1,0
Tuesday,8/13/24,26149.37,None,86,64,Lemon,2,2,0,1,0
Tuesday,8/13/24,26149.37,None,86,64,Extras,65,58,7,0.892307692,0.107692308
Wednesday,8/14/24,25788.38,None,86,65,BBC,5.5,3,2.5,0.545454545,0.454545455
Wednesday,8/14/24,25788.38,None,86,65,WC,24,21,3,0.875,0.125
Wednesday,8/14/24,25788.38,None,86,65,MT,22,14,8,0.636363636,0.363636364
Wednesday,8/14/24,25788.38,None,86,65,ST,9,6,3,0.666666667,0.333333333
Wednesday,8/14/24,25788.38,None,86,65,FW/WT,8,4,4,0.5,0.5
Wednesday,8/14/24,25788.38,None,86,65,Lemon,2,1.5,0.5,0.75,0.25
Wednesday,8/14/24,25788.38,None,86,65,Extras,58,51,7,0.879310345,0.120689655
Thursday,8/15/24,23786.18,None,88,64,BBC,6,4,2,0.666666667,0.333333333
Thursday,8/15/24,23786.18,None,88,64,WC,23,20,3,0.869565217,0.130434783
Thursday,8/15/24,23786.18,None,88,64,MT,21,8,13,0.380952381,0.619047619
Thursday,8/15/24,23786.18,None,88,64,ST,7,6,1,0.857142857,0.142857143
Thursday,8/15/24,23786.18,None,88,64,FW/WT,8,4,4,0.5,0.5
Thursday,8/15/24,23786.18,None,88,64,Lemon,2,2,0,1,0
Thursday,8/15/24,23786.18,None,88,64,Extras,62,57,5,0.919354839,0.080645161
Friday,8/16/24,30905.1,None,86,67,BBC,8,5,3,0.625,0.375
Friday,8/16/24,30905.1,None,86,67,WC,37,32,5,0.864864865,0.135135135
Friday,8/16/24,30905.1,None,86,67,MT,26,14,12,0.538461538,0.461538462
Friday,8/16/24,30905.1,None,86,67,ST,16,11,5,0.6875,0.3125
Friday,8/16/24,30905.1,None,86,67,FW/WT,8,6,2,0.75,0.25
Friday,8/16/24,30905.1,None,86,67,Lemon,4,2.5,1.5,0.625,0.375
Friday,8/16/24,30905.1,None,86,67,Extras,79,72,7,0.911392405,0.088607595
Saturday,8/17/24,36050.05,None,82,68,BBC,7,4,3,0.571428571,0.428571429
Saturday,8/17/24,36050.05,None,82,68,WC,37,34,3,0.918918919,0.081081081
Saturday,8/17/24,36050.05,None,82,68,MT,20,17,3,0.85,0.15
Saturday,8/17/24,36050.05,None,82,68,ST,15,11,4,0.733333333,0.266666667
Saturday,8/17/24,36050.05,None,82,68,FW/WT,10,7,3,0.7,0.3
Saturday,8/17/24,36050.05,None,82,68,Lemon,4,2,2,0.5,0.5
Saturday,8/17/24,36050.05,None,82,68,Extras,75,65,10,0.866666667,0.133333333
Sunday,8/18/24,37115.07,None,84,65,BBC,5,4.5,0.5,0.9,0.1
Sunday,8/18/24,37115.07,None,84,65,WC,39,31,8,0.794871795,0.205128205
Sunday,8/18/24,37115.07,None,84,65,MT,19,14,5,0.736842105,0.263157895
Sunday,8/18/24,37115.07,None,84,65,ST,12,12,0,1,0
Sunday,8/18/24,37115.07,None,84,65,FW/WT,13,7,6,0.538461538,0.461538462
Sunday,8/18/24,37115.07,None,84,65,Lemon,4,3,1,0.75,0.25
Sunday,8/18/24,37115.07,None,84,65,Extras,87,57,30,0.655172414,0.344827586
Monday,8/19/24,22881,None,91,63,BBC,4.5,4,0.5,0.888888889,0.111111111
Monday,8/19/24,22881,None,91,63,WC,25,18,7,0.72,0.28
Monday,8/19/24,22881,None,91,63,MT,22,11,11,0.5,0.5
Monday,8/19/24,22881,None,91,63,ST,12,6,6,0.5,0.5
Monday,8/19/24,22881,None,91,63,FW/WT,10,9,1,0.9,0.1
Monday,8/19/24,22881,None,91,63,Lemon,2,2,0,1,0
Monday,8/19/24,22881,None,91,63,Extras,68,58,10,0.852941176,0.147058824
Tuesday,8/20/24,22544.99,None,93,65,BBC,5,3,2,0.6,0.4
Tuesday,8/20/24,22544.99,None,93,65,WC,26,21,5,0.807692308,0.192307692
Tuesday,8/20/24,22544.99,None,93,65,MT,23,13,10,0.565217391,0.434782609
Tuesday,8/20/24,22544.99,None,93,65,ST,11,11,0,1,0
Tuesday,8/20/24,22544.99,None,93,65,FW/WT,9,8,1,0.888888889,0.111111111
Tuesday,8/20/24,22544.99,None,93,65,Lemon,2,1.5,0.5,0.75,0.25
Tuesday,8/20/24,22544.99,None,93,65,Extras,62,41,21,0.661290323,0.338709677
Wednesday,8/21/24,23282.13,None,90,65,BBC,6,3,3,0.5,0.5
Wednesday,8/21/24,23282.13,None,90,65,WC,25,22,3,0.88,0.12
Wednesday,8/21/24,23282.13,None,90,65,MT,18,6,12,0.333333333,0.666666667
Wednesday,8/21/24,23282.13,None,90,65,ST,13,6,7,0.461538462,0.538461538
Wednesday,8/21/24,23282.13,None,90,65,FW/WT,10,4,6,0.4,0.6
Wednesday,8/21/24,23282.13,None,90,65,Lemon,2,2,0,1,0
Wednesday,8/21/24,23282.13,None,90,65,Extras,57,43,14,0.754385965,0.245614035
Thursday,8/22/24,22991.04,None,84,67,BBC,3,3,0,1,0
Thursday,8/22/24,22991.04,None,84,67,WC,23,17,6,0.739130435,0.260869565
Thursday,8/22/24,22991.04,None,84,67,MT,21,11,10,0.523809524,0.476190476
Thursday,8/22/24,22991.04,None,84,67,ST,8,8,0,1,0
Thursday,8/22/24,22991.04,None,84,67,FW/WT,6,6,0,1,0
Thursday,8/22/24,22991.04,None,84,67,Lemon,2,2,0,1,0
Thursday,8/22/24,22991.04,None,84,67,Extras,50,48,2,0.96,0.04
Friday,8/23/24,27824.91,None,81,69,BBC,4,3,1,0.75,0.25
Friday,8/23/24,27824.91,None,81,69,WC,34,32,2,0.941176471,0.058823529
Friday,8/23/24,27824.91,None,81,69,MT,26,9,17,0.346153846,0.653846154
Friday,8/23/24,27824.91,None,81,69,ST,16,9,7,0.5625,0.4375
Friday,8/23/24,27824.91,None,81,69,FW/WT,8,6,2,0.75,0.25
Friday,8/23/24,27824.91,None,81,69,Lemon,2,2,0,1,0
Friday,8/23/24,27824.91,None,81,69,Extras,68,55,13,0.808823529,0.191176471
Saturday,8/24/24,33853.34,None,81,64,BBC,4,4,0,1,0
Saturday,8/24/24,33853.34,None,81,64,WC,34,28,6,0.823529412,0.176470588
Saturday,8/24/24,33853.34,None,81,64,MT,30,15,15,0.5,0.5
Saturday,8/24/24,33853.34,None,81,64,ST,11,10,1,0.909090909,0.090909091
Saturday,8/24/24,33853.34,None,81,64,FW/WT,10,9,1,0.9,0.1
Saturday,8/24/24,33853.34,None,81,64,Lemon,2,2,0,1,0
Saturday,8/24/24,33853.34,None,81,64,Extras,67,61,6,0.910447761,0.089552239
Sunday,8/25/24,34118.03,None,80,62,BBC,6,5,1,0.833333333,0.166666667
Sunday,8/25/24,34118.03,None,80,62,WC,31,28,3,0.903225806,0.096774194
Sunday,8/25/24,34118.03,None,80,62,MT,19,14,5,0.736842105,0.263157895
Sunday,8/25/24,34118.03,None,80,62,ST,12,12,0,1,0
Sunday,8/25/24,34118.03,None,80,62,FW/WT,8,6,2,0.75,0.25
Sunday,8/25/24,34118.03,None,80,62,Lemon,2,2,0,1,0
Sunday,8/25/24,34118.03,None,80,62,Extras,67,64,3,0.955223881,0.044776119
Monday,8/26/24,25499.59,None,85,61,BBC,5,3,2,0.6,0.4
Monday,8/26/24,25499.59,None,85,61,WC,17,17,0,1,0
Monday,8/26/24,25499.59,None,85,61,MT,21,5,16,0.238095238,0.761904762
Monday,8/26/24,25499.59,None,85,61,ST,8,5,3,0.625,0.375
Monday,8/26/24,25499.59,None,85,61,FW/WT,7,5,2,0.714285714,0.285714286
Monday,8/26/24,25499.59,None,85,61,Lemon,2,1,1,0.5,0.5
Monday,8/26/24,25499.59,None,85,61,Extras,53,45,8,0.849056604,0.150943396
Tuesday,8/27/24,22229.03,None,87,61,BBC,5,3,2,0.6,0.4
Tuesday,8/27/24,22229.03,None,87,61,WC,20,14,6,0.7,0.3
Tuesday,8/27/24,22229.03,None,87,61,MT,19,7,12,0.368421053,0.631578947
Tuesday,8/27/24,22229.03,None,87,61,ST,9,6,3,0.666666667,0.333333333
Tuesday,8/27/24,22229.03,None,87,61,FW/WT,8,3,5,0.375,0.625
Tuesday,8/27/24,22229.03,None,87,61,Lemon,2,1,1,0.5,0.5
Tuesday,8/27/24,22229.03,None,87,61,Extras,59,37,22,0.627118644,0.372881356
Wednesday,8/28/24,23590.5,None,82,63,BBC,5,4,1,0.8,0.2
Wednesday,8/28/24,23590.5,None,82,63,WC,16,15,1,0.9375,0.0625
Wednesday,8/28/24,23590.5,None,82,63,MT,19,8,11,0.421052632,0.578947368
Wednesday,8/28/24,23590.5,None,82,63,ST,6,5,1,0.833333333,0.166666667
Wednesday,8/28/24,23590.5,None,82,63,FW/WT,4,3,1,0.75,0.25
Wednesday,8/28/24,23590.5,None,82,63,Lemon,2,1,1,0.5,0.5
Wednesday,8/28/24,23590.5,None,82,63,Extras,42,33,9,0.785714286,0.214285714
Thursday,8/29/24,24973.64,None,83,63,BBC,6,2,4,0.333333333,0.666666667
Thursday,8/29/24,24973.64,None,83,63,WC,20,17,3,0.85,0.15
Thursday,8/29/24,24973.64,None,83,63,MT,20,9,11,0.45,0.55
Thursday,8/29/24,24973.64,None,83,63,ST,8,16,-8,2,-1
Thursday,8/29/24,24973.64,None,83,63,FW/WT,4,4,0,1,0
Thursday,8/29/24,24973.64,None,83,63,Lemon,2,1.5,0.5,0.75,0.25
Thursday,8/29/24,24973.64,None,83,63,Extras,42,38,4,0.904761905,0.095238095
Friday,8/30/24,25316.75,Labor Day Weekend,81,61,BBC,4.5,4,0.5,0.888888889,0.111111111
Friday,8/30/24,25316.75,Labor Day Weekend,81,61,WC,35,26,9,0.742857143,0.257142857
Friday,8/30/24,25316.75,Labor Day Weekend,81,61,MT,15,12,3,0.8,0.2
Friday,8/30/24,25316.75,Labor Day Weekend,81,61,ST,14,10,4,0.714285714,0.285714286
Friday,8/30/24,25316.75,Labor Day Weekend,81,61,FW/WT,12,6,6,0.5,0.5
Friday,8/30/24,25316.75,Labor Day Weekend,81,61,Lemon,2,1.5,0.5,0.75,0.25
Friday,8/30/24,25316.75,Labor Day Weekend,81,61,Extras,68,58,10,0.852941176,0.147058824
Saturday,8/31/24,37390.09,Labor Day Weekend,84,62,BBC,6,3,3,0.5,0.5
Saturday,8/31/24,37390.09,Labor Day Weekend,84,62,WC,37,33,4,0.891891892,0.108108108
Saturday,8/31/24,37390.09,Labor Day Weekend,84,62,MT,19,17,2,0.894736842,0.105263158
Saturday,8/31/24,37390.09,Labor Day Weekend,84,62,ST,16,13,3,0.8125,0.1875
Saturday,8/31/24,37390.09,Labor Day Weekend,84,62,FW/WT,11,11,0,1,0
Saturday,8/31/24,37390.09,Labor Day Weekend,84,62,Lemon,2,2,0,1,0
Saturday,8/31/24,37390.09,Labor Day Weekend,84,62,Extras,70,63,7,0.9,0.1
Sunday,9/1/24,40526.35,High,88,65,BBC,7,7,0,1,0
Sunday,9/1/24,40526.35,High,88,65,WC,36,36,0,1,0
Sunday,9/1/24,40526.35,High,88,65,MT,22,22,0,1,0
Sunday,9/1/24,40526.35,High,88,65,ST,14,14,0,1,0
Sunday,9/1/24,40526.35,High,88,65,FW/WT,14,12,2,0.857142857,0.142857143
Sunday,9/1/24,40526.35,High,88,65,Lemon,4,3,1,0.75,0.25
Sunday,9/1/24,40526.35,High,88,65,Extras,76,67,9,0.881578947,0.118421053
Monday,9/2/24,33422.05,Labor Day,89,66,BBC,10,7,3,0.7,0.3
Monday,9/2/24,33422.05,Labor Day,89,66,WC,44,31,13,0.704545455,0.295454545
Monday,9/2/24,33422.05,Labor Day,89,66,MT,28,8,20,0.285714286,0.714285714
Monday,9/2/24,33422.05,Labor Day,89,66,ST,18,11,7,0.611111111,0.388888889
Monday,9/2/24,33422.05,Labor Day,89,66,FW/WT,16,10,6,0.625,0.375
Monday,9/2/24,33422.05,Labor Day,89,66,Lemon,4,3.5,0.5,0.875,0.125
Monday,9/2/24,33422.05,Labor Day,89,66,Extras,83,67,16,0.807228916,0.192771084
Tuesday,9/3/24,17240.13,None,94,66,BBC,5,2,3,0.4,0.6
Tuesday,9/3/24,17240.13,None,94,66,WC,25,15,10,0.6,0.4
Tuesday,9/3/24,17240.13,None,94,66,MT,24,8,16,0.333333333,0.666666667
Tuesday,9/3/24,17240.13,None,94,66,ST,11,5.5,5.5,0.5,0.5
Tuesday,9/3/24,17240.13,None,94,66,FW/WT,10,3,7,0.3,0.7
Tuesday,9/3/24,17240.13,None,94,66,Lemon,2,1.5,0.5,0.75,0.25
Tuesday,9/3/24,17240.13,None,94,66,Extras,52,35,17,0.673076923,0.326923077
Wednesday,9/4/24,18832.5,None,95,67,BBC,5,2,3,0.4,0.6
Wednesday,9/4/24,18832.5,None,95,67,WC,25,15,10,0.6,0.4
Wednesday,9/4/24,18832.5,None,95,67,MT,24,8,16,0.333333333,0.666666667
Wednesday,9/4/24,18832.5,None,95,67,ST,11,5,6,0.454545455,0.545454545
Wednesday,9/4/24,18832.5,None,95,67,FW/WT,10,3,7,0.3,0.7
Wednesday,9/4/24,18832.5,None,95,67,Lemon,2,1.5,0.5,0.75,0.25
Wednesday,9/4/24,18832.5,None,95,67,Extras,52,35,17,0.673076923,0.326923077
Thursday,9/5/24,21736.35,None,104,69,BBC,4,4,0,1,0
Thursday,9/5/24,21736.35,None,104,69,WC,20,16,4,0.8,0.2
Thursday,9/5/24,21736.35,None,104,69,MT,24,12,12,0.5,0.5
Thursday,9/5/24,21736.35,None,104,69,ST,8,6,2,0.75,0.25
Thursday,9/5/24,21736.35,None,104,69,FW/WT,8,6,2,0.75,0.25
Thursday,9/5/24,21736.35,None,104,69,Lemon,2,1.5,0.5,0.75,0.25
Thursday,9/5/24,21736.35,None,104,69,Extras,45,39,6,0.866666667,0.133333333
Friday,9/6/24,30661.36,None,99,70,BBC,4,3,1,0.75,0.25
Friday,9/6/24,30661.36,None,99,70,WC,28,28,0,1,0
Friday,9/6/24,30661.36,None,99,70,MT,17,9,8,0.529411765,0.470588235
Friday,9/6/24,30661.36,None,99,70,ST,8,8,0,1,0
Friday,9/6/24,30661.36,None,99,70,FW/WT,8,5,3,0.625,0.375
Friday,9/6/24,30661.36,None,99,70,Lemon,2,2,0,1,0
Friday,9/6/24,30661.36,None,99,70,Extras,62,57,5,0.919354839,0.080645161
Saturday,9/7/24,37007.95,None,100,71,BBC,5,5,0,1,0
Saturday,9/7/24,37007.95,None,100,71,WC,36,31,5,0.861111111,0.138888889
Saturday,9/7/24,37007.95,None,100,71,MT,20,14,6,0.7,0.3
Saturday,9/7/24,37007.95,None,100,71,ST,16,10,6,0.625,0.375
Saturday,9/7/24,37007.95,None,100,71,FW/WT,11,11,0,1,0
Saturday,9/7/24,37007.95,None,100,71,Lemon,4,4,0,1,0
Saturday,9/7/24,37007.95,None,100,71,Extras,79,74,5,0.936708861,0.063291139
Sunday,9/8/24,34617.86,None,106,73,BBC,8,6,2,0.75,0.25
Sunday,9/8/24,34617.86,None,106,73,WC,36,31,5,0.861111111,0.138888889
Sunday,9/8/24,34617.86,None,106,73,MT,26,14,12,0.538461538,0.461538462
Sunday,9/8/24,34617.86,None,106,73,ST,18,13,5,0.722222222,0.277777778
Sunday,9/8/24,34617.86,None,106,73,FW/WT,12,7,5,0.583333333,0.416666667
Sunday,9/8/24,34617.86,None,106,73,Lemon,6,4,2,0.666666667,0.333333333
Sunday,9/8/24,34617.86,None,106,73,Extras,88,71,17,0.806818182,0.193181818
Monday,9/9/24,20629.37,None,98,73,BBC,6,4,2,0.666666667,0.333333333
Monday,9/9/24,20629.37,None,98,73,WC,28,20,8,0.714285714,0.285714286
Monday,9/9/24,20629.37,None,98,73,MT,24,10,14,0.416666667,0.583333333
Monday,9/9/24,20629.37,None,98,73,ST,7,7,0,1,0
Monday,9/9/24,20629.37,None,98,73,FW/WT,7,6,1,0.857142857,0.142857143
Monday,9/9/24,20629.37,None,98,73,Lemon,2,1.5,0.5,0.75,0.25
Monday,9/9/24,20629.37,None,98,73,Extras,43,38,5,0.88372093,0.11627907
Tuesday,9/10/24,17989.01,RE+24 Conv,92,67,BBC,4,2,2,0.5,0.5
Tuesday,9/10/24,17989.01,RE+24 Conv,92,67,WC,20,14,6,0.7,0.3
Tuesday,9/10/24,17989.01,RE+24 Conv,92,67,MT,24,7,17,0.291666667,0.708333333
Tuesday,9/10/24,17989.01,RE+24 Conv,92,67,ST,6,6,0,1,0
Tuesday,9/10/24,17989.01,RE+24 Conv,92,67,FW/WT,4,3,1,0.75,0.25
Tuesday,9/10/24,17989.01,RE+24 Conv,92,67,Lemon,2,1.5,0.5,0.75,0.25
Tuesday,9/10/24,17989.01,RE+24 Conv,92,67,Extras,38,31,7,0.815789474,0.184210526
Wednesday,9/11/24,17071.87,RE+24 Conv,78,61,BBC,3,2,1,0.666666667,0.333333333
Wednesday,9/11/24,17071.87,RE+24 Conv,78,61,WC,18,15,3,0.833333333,0.166666667
Wednesday,9/11/24,17071.87,RE+24 Conv,78,61,MT,21,8,13,0.380952381,0.619047619
Wednesday,9/11/24,17071.87,RE+24 Conv,78,61,ST,8,5,3,0.625,0.375
Wednesday,9/11/24,17071.87,RE+24 Conv,78,61,FW/WT,5,3,2,0.6,0.4
Wednesday,9/11/24,17071.87,RE+24 Conv,78,61,Lemon,2,1.5,0.5,0.75,0.25
Wednesday,9/11/24,17071.87,RE+24 Conv,78,61,Extras,36,29,7,0.805555556,0.194444444
Thursday,9/12/24,17555.4,RE+24 Conv,79,61,BBC,4,2,2,0.5,0.5
Thursday,9/12/24,17555.4,RE+24 Conv,79,61,WC,18,16,2,0.888888889,0.111111111
Thursday,9/12/24,17555.4,RE+24 Conv,79,61,MT,21,6,15,0.285714286,0.714285714
Thursday,9/12/24,17555.4,RE+24 Conv,79,61,ST,7,6,1,0.857142857,0.142857143
Thursday,9/12/24,17555.4,RE+24 Conv,79,61,FW/WT,5,3,2,0.6,0.4
Thursday,9/12/24,17555.4,RE+24 Conv,79,61,Lemon,2,1.5,0.5,0.75,0.25
Thursday,9/12/24,17555.4,RE+24 Conv,79,61,Extras,36,30,6,0.833333333,0.166666667
Friday,9/13/24,26598.19,None,80,63,BBC,6,5,1,0.833333333,0.166666667
Friday,9/13/24,26598.19,None,80,63,WC,26,24,2,0.923076923,0.076923077
Friday,9/13/24,26598.19,None,80,63,MT,25,11,14,0.44,0.56
Friday,9/13/24,26598.19,None,80,63,ST,10,10,0,1,0
Friday,9/13/24,26598.19,None,80,63,FW/WT,6,6,0,1,0
Friday,9/13/24,26598.19,None,80,63,Lemon,2,2,0,1,0
Friday,9/13/24,26598.19,None,80,63,Extras,47,47,0,1,0
Saturday,9/14/24,29189.3,None,79,62,BBC,7,4,3,0.571428571,0.428571429
Saturday,9/14/24,29189.3,None,79,62,WC,30,28,2,0.933333333,0.066666667
Saturday,9/14/24,29189.3,None,79,62,MT,22,9,13,0.409090909,0.590909091
Saturday,9/14/24,29189.3,None,79,62,ST,12,9,3,0.75,0.25
Saturday,9/14/24,29189.3,None,79,62,FW/WT,6,5,1,0.833333333,0.166666667
Saturday,9/14/24,29189.3,None,79,62,Lemon,2,2,0,1,0
Saturday,9/14/24,29189.3,None,79,62,Extras,69,65,4,0.942028986,0.057971014
Sunday,9/15/24,29977.22,None,77,64,BBC,6,4,2,0.666666667,0.333333333
Sunday,9/15/24,29977.22,None,77,64,WC,30,26,4,0.866666667,0.133333333
Sunday,9/15/24,29977.22,None,77,64,MT,27,12,15,0.444444444,0.555555556
Sunday,9/15/24,29977.22,None,77,64,ST,9,7,2,0.777777778,0.222222222
Sunday,9/15/24,29977.22,None,77,64,FW/WT,6,4,2,0.666666667,0.333333333
Sunday,9/15/24,29977.22,None,77,64,Lemon,2,2,0,1,0
Sunday,9/15/24,29977.22,None,77,64,Extras,70,65,5,0.928571429,0.071428571
Monday,9/16/24,16358.87,None,74,62,BBC,4,3,1,0.75,0.25
Monday,9/16/24,16358.87,None,74,62,WC,18,16,2,0.888888889,0.111111111
Monday,9/16/24,16358.87,None,74,62,MT,27,8,19,0.296296296,0.703703704
Monday,9/16/24,16358.87,None,74,62,ST,8,6,2,0.75,0.25
Monday,9/16/24,16358.87,None,74,62,FW/WT,6,5,1,0.833333333,0.166666667
Monday,9/16/24,16358.87,None,74,62,Lemon,2,1.5,0.5,0.75,0.25
Monday,9/16/24,16358.87,None,74,62,Extras,36,31,5,0.861111111,0.138888889
Tuesday,9/17/24,14467.87,None,76,58,BBC,3,2,1,0.666666667,0.333333333
Tuesday,9/17/24,14467.87,None,76,58,WC,19,12,7,0.631578947,0.368421053
Tuesday,9/17/24,14467.87,None,76,58,MT,21,6,15,0.285714286,0.714285714
Tuesday,9/17/24,14467.87,None,76,58,ST,9,3,6,0.333333333,0.666666667
Tuesday,9/17/24,14467.87,None,76,58,FW/WT,7,4,3,0.571428571,0.428571429
Tuesday,9/17/24,14467.87,None,76,58,Lemon,2,1.5,0.5,0.75,0.25
Tuesday,9/17/24,14467.87,None,76,58,Extras,36,29,7,0.805555556,0.194444444
Wednesday,9/18/24,16060.94,None,76,58,BBC,3,2,1,0.666666667,0.333333333
Wednesday,9/18/24,16060.94,None,76,58,WC,17,13,4,0.764705882,0.235294118
Wednesday,9/18/24,16060.94,None,76,58,MT,19,6,13,0.315789474,0.684210526
Wednesday,9/18/24,16060.94,None,76,58,ST,6,5,1,0.833333333,0.166666667
Wednesday,9/18/24,16060.94,None,76,58,FW/WT,5,3,2,0.6,0.4
Wednesday,9/18/24,16060.94,None,76,58,Lemon,2,1.5,0.5,0.75,0.25
Wednesday,9/18/24,16060.94,None,76,58,Extras,33,24,9,0.727272727,0.272727273
Thursday,9/19/24,14884.54,None,75,61,BBC,3,3,0,1,0
Thursday,9/19/24,14884.54,None,75,61,WC,17,11,6,0.647058824,0.352941176
Thursday,9/19/24,14884.54,None,75,61,MT,21,8,13,0.380952381,0.619047619
Thursday,9/19/24,14884.54,None,75,61,ST,5,5,0,1,0
Thursday,9/19/24,14884.54,None,75,61,FW/WT,4,4,0,1,0
Thursday,9/19/24,14884.54,None,75,61,Lemon,2,1.5,0.5,0.75,0.25
Thursday,9/19/24,14884.54,None,75,61,Extras,33,31,2,0.939393939,0.060606061
Friday,9/20/24,25392.01,None,76,61,BBC,8,3,5,0.375,0.625
Friday,9/20/24,25392.01,None,76,61,WC,34,19,15,0.558823529,0.441176471
Friday,9/20/24,25392.01,None,76,61,MT,25,9,16,0.36,0.64
Friday,9/20/24,25392.01,None,76,61,ST,12,7,5,0.583333333,0.416666667
Friday,9/20/24,25392.01,None,76,61,FW/WT,8,4,4,0.5,0.5
Friday,9/20/24,25392.01,None,76,61,Lemon,4,2,2,0.5,0.5
Friday,9/20/24,25392.01,None,76,61,Extras,68,46,22,0.676470588,0.323529412
Saturday,9/21/24,31045.96,None,77,61,BBC,8,4,4,0.5,0.5
Saturday,9/21/24,31045.96,None,77,61,WC,35,22,13,0.628571429,0.371428571
Saturday,9/21/24,31045.96,None,77,61,MT,28,12,16,0.428571429,0.571428571
Saturday,9/21/24,31045.96,None,77,61,ST,17,10,7,0.588235294,0.411764706
Saturday,9/21/24,31045.96,None,77,61,FW/WT,12,10,2,0.833333333,0.166666667
Saturday,9/21/24,31045.96,None,77,61,Lemon,2,2,0,1,0
Saturday,9/21/24,31045.96,None,77,61,Extras,72,63,9,0.875,0.125
Sunday,9/22/24,31858.54,None,82,59,BBC,5,3,2,0.6,0.4
Sunday,9/22/24,31858.54,None,82,59,WC,29,26,3,0.896551724,0.103448276
Sunday,9/22/24,31858.54,None,82,59,MT,20,11,9,0.55,0.45
Sunday,9/22/24,31858.54,None,82,59,ST,12,12,0,1,0
Sunday,9/22/24,31858.54,None,82,59,FW/WT,6,5,1,0.833333333,0.166666667
Sunday,9/22/24,31858.54,None,82,59,Lemon,2,2,0,1,0
Sunday,9/22/24,31858.54,None,82,59,Extras,75,56,19,0.746666667,0.253333333
Monday,9/23/24,17462.38,None,81,60,BBC,3,2.5,0.5,0.833333333,0.166666667
Monday,9/23/24,17462.38,None,81,60,WC,19,14,5,0.736842105,0.263157895
Monday,9/23/24,17462.38,None,81,60,MT,17,7,10,0.411764706,0.588235294
Monday,9/23/24,17462.38,None,81,60,ST,8,3,5,0.375,0.625
Monday,9/23/24,17462.38,None,81,60,FW/WT,6,4,2,0.666666667,0.333333333
Monday,9/23/24,17462.38,None,81,60,Lemon,2,2,0,1,0
Monday,9/23/24,17462.38,None,81,60,Extras,34,29,5,0.852941176,0.147058824
Tuesday,9/24/24,15470.38,None,80,62,BBC,3,2.5,0.5,0.833333333,0.166666667
Tuesday,9/24/24,15470.38,None,80,62,WC,17,15,2,0.882352941,0.117647059
Tuesday,9/24/24,15470.38,None,80,62,MT,18,4,14,0.222222222,0.777777778
Tuesday,9/24/24,15470.38,None,80,62,ST,7,4,3,0.571428571,0.428571429
